Price,Open,High,Low
66.985,66.98,67.07,66.91
66.98,67.07600000000001,67.08,66.87
67.075,66.863,67.12,66.775
66.86,66.798,67.085,66.767
66.798,67.131,67.132,66.786
67.14,66.738,67.148,66.732
66.738,66.85,66.995,66.727
66.895,66.653,66.895,66.46
66.631,66.47800000000001,66.676,66.365
66.47800000000001,66.37,66.506,66.31
66.28,66.55,66.58,66.27
66.47,66.65,66.665,66.435
66.795,66.833,66.89699999999999,66.617
66.801,66.962,67.095,66.758
66.973,67.148,67.155,66.92
67.14399999999999,67.096,67.155,66.934
67.113,67.137,67.215,67.06
67.13600000000001,67.014,67.161,66.831
67.016,67.167,67.167,67.0
67.167,67.153,67.295,67.087
67.122,67.194,67.211,67.03
67.202,67.138,67.37,67.095
67.137,66.822,67.205,66.822
66.83,66.904,66.916,66.717
66.893,66.857,66.986,66.84
66.87,66.865,66.938,66.688
66.85300000000001,66.91,66.96,66.792
66.908,66.75,66.926,66.738
66.75,66.765,66.92,66.738
66.765,66.77199999999999,66.808,66.6
66.774,66.816,66.985,66.738
66.81,66.84,66.865,66.673
66.842,66.843,66.90100000000001,66.71
66.84,66.782,67.01,66.74
66.767,66.687,67.015,66.682
66.682,66.767,66.805,66.57
66.764,66.72,66.81,66.64
66.655,67.032,67.113,66.625
67.014,67.058,67.115,66.94
67.072,67.294,67.37899999999999,67.042
67.321,67.415,67.438,67.255
67.41199999999999,67.15,67.48,67.09
67.154,67.163,67.217,67.042
67.153,67.17399999999999,67.273,67.081
67.163,67.188,67.255,67.095
67.204,67.137,67.24,67.063
67.137,67.096,67.22,67.012
67.141,66.843,67.175,66.843
66.843,67.006,67.042,66.80199999999999
67.016,67.06,67.225,66.935
66.975,67.172,67.22,66.975
67.138,67.139,67.308,67.01
67.139,67.495,67.517,67.07
67.495,67.404,67.539,67.304
67.411,67.438,67.555,67.36
67.434,67.255,67.525,67.244
67.265,67.19,67.3,67.118
67.19,67.509,67.514,67.15
67.50399999999999,67.39399999999999,67.72,67.39399999999999
67.422,67.715,67.85,67.375
67.715,67.898,67.98,67.65
67.914,67.888,68.09,67.78
67.885,67.278,68.223,67.247
67.279,67.442,67.48,67.2
67.449,67.64,67.678,67.342
67.624,67.497,67.755,67.335
67.551,67.07300000000001,67.69,67.07300000000001
67.074,67.318,67.318,67.042
67.315,67.079,67.454,67.077
67.079,67.291,67.35300000000001,67.0
67.292,67.188,67.396,67.061
67.187,66.96,67.22,66.9
66.952,66.783,67.01,66.717
66.753,66.491,66.795,66.473
66.5,66.658,66.821,66.45100000000001
66.658,66.809,66.97,66.635
66.79,66.888,67.055,66.789
67.0,67.285,67.38,67.0
67.268,67.484,67.51,67.215
67.434,67.207,67.51899999999999,67.12
67.209,67.17,67.33800000000001,67.10600000000001
67.171,67.04,67.38,67.031
67.031,66.942,67.135,66.875
66.92699999999999,67.3,67.415,66.903
67.273,67.63,67.712,67.223
67.63,67.429,67.78,67.417
67.40899999999999,67.43,67.59,67.243
67.408,67.436,67.545,67.32
67.436,67.143,67.61,67.10300000000001
67.14,66.824,67.169,66.824
66.825,66.845,66.90100000000001,66.675
66.844,66.925,66.944,66.73
66.855,66.757,66.925,66.72
66.757,66.561,66.781,66.52
66.561,66.631,66.845,66.52
66.631,66.752,66.786,66.542
66.752,66.602,66.8,66.395
66.6,66.568,66.715,66.48
66.558,66.627,66.675,66.458
66.627,66.579,66.689,66.5
66.558,66.343,66.582,66.235
66.346,66.425,66.465,66.32
66.425,66.395,66.57,66.29
66.40100000000001,66.391,66.562,66.32
66.362,66.406,66.612,66.344
66.404,66.693,66.852,66.39699999999999
66.685,66.66,66.765,66.59
66.66,66.502,66.73100000000001,66.457
66.48899999999999,66.165,66.528,66.164
66.166,66.137,66.36,66.095
66.15,66.417,66.502,66.12899999999999
66.416,66.66,66.72,66.415
66.66,66.597,66.68,66.469
66.597,66.506,66.69,66.479
66.49600000000001,66.277,66.68,66.271
66.283,66.301,66.567,66.27199999999999
66.28699999999999,66.555,66.60300000000001,66.28
66.551,66.757,66.78699999999999,66.475
66.757,66.517,66.82600000000001,66.422
66.517,66.42,66.745,66.38
66.422,66.112,66.558,66.08
66.10600000000001,66.31,66.387,66.024
66.365,66.355,66.502,66.27
66.255,66.235,66.358,66.125
66.375,66.295,66.502,66.265
66.375,66.61,66.66,66.366
66.608,66.79,66.91199999999999,66.51100000000001
66.829,66.916,66.928,66.745
66.916,66.93,66.94800000000001,66.822
66.93,66.755,66.956,66.625
66.755,66.5,66.84,66.48
66.5,66.383,66.571,66.383
66.384,66.63,66.7,66.256
66.619,66.91,66.958,66.605
67.173,67.37,67.46,67.173
67.372,67.138,67.415,67.13600000000001
67.138,66.973,67.24600000000001,66.88
66.921,67.303,67.352,66.90100000000001
67.30199999999999,67.128,67.373,66.895
67.128,67.325,67.515,67.062
67.313,66.98899999999999,67.47,66.988
66.98899999999999,66.98899999999999,67.156,66.933
66.938,67.12100000000001,67.355,66.881
67.122,67.41,67.46,67.12100000000001
67.395,67.59899999999999,67.765,67.392
67.753,68.206,68.36,67.67699999999999
68.208,68.737,68.792,68.203
68.737,68.779,68.86,68.63
68.768,68.431,68.90899999999999,68.384
68.431,68.561,68.66,68.38600000000001
68.561,68.553,68.69,68.46
68.533,68.69,68.725,68.505
68.545,68.531,68.686,68.521
68.542,68.322,68.6,68.316
68.329,68.482,68.69,68.314
68.47399999999999,68.14,68.512,68.061
68.131,68.119,68.27,68.01
68.118,68.471,68.49600000000001,68.11
68.471,67.862,68.48899999999999,67.785
67.861,67.91,67.99600000000001,67.798
67.90100000000001,68.054,68.22,67.882
68.03399999999999,67.88,68.068,67.78
67.81,67.546,67.84,67.495
67.544,67.76,67.895,67.524
67.934,67.977,68.265,67.929
67.975,67.817,68.043,67.764
67.835,67.878,67.97,67.64
67.878,68.053,68.18,67.785
68.053,68.15,68.265,68.017
68.14399999999999,67.766,68.185,67.73899999999999
67.73899999999999,67.727,67.90899999999999,67.697
67.755,67.579,67.85,67.493
67.54899999999999,67.82600000000001,67.869,67.547
67.79899999999999,67.955,68.12,67.797
67.958,67.734,68.18,67.73100000000001
67.734,67.66199999999999,67.8,67.525
67.661,67.791,67.791,67.5
67.775,67.328,67.869,67.255
67.316,66.918,67.49,66.917
66.917,66.947,66.953,66.73
66.946,66.766,66.98,66.74
66.76,66.874,66.965,66.708
66.847,66.891,66.93,66.6
66.891,66.712,66.98100000000001,66.507
66.69800000000001,66.499,66.905,66.479
66.48100000000001,66.59899999999999,66.663,66.428
66.579,66.165,66.66,66.165
66.235,66.209,66.267,66.13
66.208,66.484,66.484,66.09
66.475,66.257,66.495,66.234
66.235,66.153,66.43,66.13600000000001
66.137,66.03,66.22,66.03
66.025,65.946,66.03,65.946
65.947,66.058,66.16199999999999,65.946
66.03699999999999,66.242,66.285,66.01100000000001
66.244,66.268,66.36,66.176
66.251,66.319,66.385,66.189
66.255,66.411,66.535,66.22800000000001
66.421,66.454,66.685,66.26
66.476,66.866,66.947,66.431
66.863,67.092,67.135,66.77
67.093,67.1,67.18,66.965
67.148,66.76100000000001,67.148,66.743
66.756,66.855,66.935,66.681
66.855,66.862,66.96,66.725
66.857,66.777,66.895,66.71
66.773,66.643,66.867,66.57
66.643,66.79,66.995,66.642
66.79,66.598,66.898,66.561
66.59100000000001,66.433,66.68,66.432
66.434,66.462,66.61,66.385
66.462,66.835,66.945,66.422
66.907,66.66,66.91,66.65
66.565,66.37100000000001,66.675,66.347
66.368,66.26100000000001,66.399,66.26100000000001
66.262,66.398,66.505,66.26
66.395,66.095,66.485,66.057
66.058,66.08800000000001,66.28,66.044
66.09,66.057,66.24,66.032
66.033,66.008,66.325,65.985
65.98100000000001,65.905,66.095,65.885
65.88600000000001,66.079,66.26,65.85300000000001
66.059,66.19,66.24,66.059
66.055,66.135,66.165,66.01
66.07,66.07,66.07,66.07
66.2,66.44,66.49,66.2
66.475,66.42,66.5,66.317
66.14,65.817,66.14,65.733
65.86,65.609,65.9,65.523
65.609,65.592,65.63,65.33
65.569,65.568,65.795,65.42
65.561,65.413,65.665,65.355
65.423,65.444,65.453,65.12
65.449,65.154,65.47,65.12
64.954,65.112,65.12,64.833
65.112,64.921,65.117,64.885
64.921,64.964,65.025,64.788
64.892,64.869,65.06,64.7
64.86,65.133,65.173,64.85300000000001
65.146,65.024,65.23,65.0
65.024,64.92,65.07,64.86
64.919,64.703,64.937,64.681
64.703,64.78,65.03,64.639
64.779,64.735,64.921,64.68
64.736,65.112,65.185,64.73
65.098,64.797,65.192,64.78
64.795,64.779,64.89,64.7
64.78,64.817,65.00399999999999,64.689
64.819,64.935,65.188,64.816
64.907,65.127,65.37,64.815
65.12899999999999,65.145,65.44,65.128
65.134,65.155,65.34,65.047
65.36399999999999,65.623,65.7,65.358
65.631,65.524,65.68,65.49
65.517,65.836,65.955,65.48
65.837,66.413,66.441,65.836
66.267,66.16,66.274,66.02
66.17,66.108,66.242,66.07
66.11,66.175,66.38,66.04
66.184,65.91,66.186,65.828
65.91,65.71,65.97,65.56
65.691,65.869,65.95,65.62
65.868,66.117,66.26,65.67
66.071,66.194,66.301,66.066
66.219,66.449,66.52,66.186
66.447,66.279,66.48,66.266
66.26100000000001,66.242,66.5,66.21
66.241,66.309,66.59,66.238
66.29899999999999,66.646,66.77,66.298
66.619,66.311,66.65,66.245
66.294,66.85300000000001,66.913,66.293
66.88600000000001,66.726,66.907,66.585
66.685,66.124,66.785,66.09
66.1,66.202,66.3,66.04
66.202,66.383,66.47399999999999,66.125
66.383,66.398,66.47,66.19
66.41199999999999,66.15100000000001,66.5,66.128
66.15,65.985,66.26,65.94
65.968,66.141,66.16,65.865
66.00399999999999,66.289,66.39,66.00399999999999
66.28,66.867,66.91,65.87
66.814,66.39,66.816,66.305
66.03399999999999,65.441,66.045,65.42
65.433,65.097,65.7,65.061
65.109,65.40899999999999,65.45,65.061
65.454,65.444,65.5,65.3
65.436,65.097,65.461,65.07
65.12899999999999,65.234,65.38,64.96
65.203,64.855,65.34,64.63
64.855,64.354,64.96,64.28
64.332,63.773,64.392,63.751000000000005
63.773,63.744,63.92,63.707
63.739,63.722,63.97,63.701
63.722,63.692,63.83,63.65
63.692,63.798,63.94,63.65
63.798,64.178,64.178,63.68
64.17699999999999,63.996,64.19,63.93
63.988,64.152,64.22,63.864
64.138,63.826,64.16,63.82
63.821000000000005,63.8,63.95,63.766999999999996
63.799,64.232,64.243,63.74
64.202,64.16,64.27,64.0
64.10600000000001,63.922,64.18,63.826
63.92100000000001,63.57,63.93,63.57
63.571000000000005,63.567,63.68,63.49
63.583,63.6,63.76,63.537
63.6,63.483000000000004,63.75,63.47
63.492,63.486999999999995,63.54,63.375
63.463,63.508,63.56399999999999,63.42
63.507,63.278,63.61,63.278
63.281000000000006,63.45,63.6,63.265
63.45,63.358999999999995,63.6,63.315
63.358000000000004,63.318000000000005,63.49,63.308
63.318000000000005,63.456,63.59,63.29
63.458999999999996,63.476000000000006,63.66,63.453
63.476000000000006,63.263000000000005,63.582,63.26
63.263999999999996,63.427,63.64,63.254
63.411,63.297,63.5,63.297
63.299,63.553000000000004,63.68,63.29600000000001
63.55,63.608999999999995,63.711999999999996,63.53
63.604,63.707,63.81,63.55
63.707,63.523,63.95,63.45
63.452,63.528,63.67,63.45
63.518,63.548,63.65,63.489
63.526,63.59,63.71,63.486999999999995
63.607,63.532,63.695,63.498999999999995
63.523,63.532,63.59,63.44
63.5,63.57899999999999,63.87,63.42
63.577,63.905,63.95,63.566
64.01100000000001,64.166,64.28,63.989
64.166,64.081,64.33,63.996
64.085,64.1,64.2,64.0
64.1,63.985,64.2,63.9
63.958999999999996,63.782,64.03,63.75
63.766000000000005,64.039,64.071,63.76
64.01,63.963,64.09,63.85
63.946999999999996,64.111,64.18,63.925
63.77,63.963,64.035,63.75
63.964,63.996,64.27,63.916000000000004
63.997,63.699,64.08,63.669
63.68899999999999,63.61,63.97,63.59
63.593999999999994,63.733000000000004,63.841,63.53
63.743,63.79,63.946000000000005,63.68
63.763000000000005,63.823,64.0,63.745
63.826,63.983000000000004,64.17,63.82
63.972,63.493,64.02,63.49
63.496,63.511,63.68,63.49
63.49,63.578,63.681000000000004,63.43
63.58,63.611999999999995,63.75,63.51
63.598,63.781000000000006,63.9,63.555
63.763000000000005,63.725,63.85,63.52
63.708,63.442,63.75,63.425
63.44,63.403,63.662,63.347
63.383,64.014,64.063,63.379
64.013,64.146,64.281,63.845
64.14699999999999,64.007,64.39,63.998000000000005
64.007,63.705,64.02199999999999,63.705
63.711000000000006,64.071,64.23,63.657
64.07300000000001,63.635,64.29,63.623000000000005
63.621,63.376000000000005,63.685,63.31
63.369,63.562,63.62,63.315
63.516000000000005,63.692,63.693000000000005,63.516000000000005
63.718999999999994,63.531000000000006,63.72,63.5
63.528999999999996,63.44,63.74,63.398
63.46,63.049,63.501999999999995,63.04
63.053000000000004,63.333999999999996,63.47,63.027
63.346000000000004,63.747,63.78,63.346000000000004
63.662,63.283,63.683,63.215
63.277,62.968,63.43,62.895
62.98,62.881,63.02,62.725
62.854,63.14,63.165,62.75
63.137,62.553999999999995,63.167,62.5
62.55,62.317,62.55,62.305
62.317,62.353,62.407,62.245
62.36,62.294,62.46,62.263999999999996
62.268,62.413000000000004,62.422,62.21
62.407,62.184,62.575,62.18
62.276,62.301,62.43,62.208999999999996
62.306000000000004,62.201,62.336999999999996,62.15
62.192,62.301,62.372,62.138999999999996
62.29600000000001,62.206,62.425,62.195
62.207,61.93,62.24,61.93
61.96,62.078,62.14,61.93600000000001
62.067,62.163000000000004,62.24,62.04600000000001
62.141999999999996,62.291000000000004,62.402,62.135
62.291000000000004,62.513999999999996,62.68,62.276
62.51,62.534,62.7,62.438
62.523,62.84,62.851000000000006,62.395
62.836000000000006,62.43,62.843,62.43
62.412,62.343999999999994,62.45399999999999,62.262
62.348,62.21,62.42100000000001,62.14
62.23,62.415,62.415,62.23
62.41,62.525,62.595,62.41
62.49,62.39,62.685,62.37
62.701,62.651,62.79,62.62
62.623000000000005,62.778,62.85,62.608000000000004
62.78,63.086999999999996,63.138000000000005,62.763000000000005
63.083,62.559,63.126000000000005,62.433
62.542,62.777,62.79600000000001,62.408
62.781000000000006,62.723,62.88,62.7
62.72,62.641000000000005,62.836000000000006,62.563
62.63399999999999,62.475,62.8,62.4
62.46,62.393,62.463,62.3
62.381,62.309,62.43,62.16
62.309,61.818999999999996,62.391000000000005,61.659
61.818999999999996,61.861999999999995,61.972,61.772
61.861999999999995,61.713,62.0,61.675
61.659,61.744,61.92,61.658
61.731,61.871,62.0,61.675
61.861999999999995,62.09,62.113,61.84
62.17,62.172,62.36,62.07
62.163000000000004,62.27,62.33,62.117
62.108999999999995,62.14,62.29,62.108000000000004
62.138000000000005,62.06399999999999,62.17,62.03
62.056999999999995,62.157,62.361000000000004,62.005
62.157,62.105,62.27,62.07
62.105,62.114,62.25,62.07
62.076,62.14,62.224,62.02
62.15,62.382,62.54,62.028
62.382,62.327,62.433,62.12
62.327,62.161,62.373999999999995,61.93
62.148999999999994,62.058,62.22,61.95
61.97,61.703,62.025,61.665
61.708999999999996,61.842,61.95,61.678000000000004
61.842,61.596000000000004,61.91,61.565
61.596000000000004,61.721000000000004,61.85,61.565
61.718999999999994,62.005,62.085,61.645
62.02,61.806999999999995,62.035,61.71
61.801,61.44,61.981,61.43
61.358000000000004,61.515,61.54,61.27
61.41,61.48,61.525,61.355
61.48,61.515,61.52,61.475
61.44,61.45,61.615,61.373000000000005
61.605,61.635,61.77,61.505
61.56,61.73,61.73,61.54
61.655,61.825,61.905,61.645
61.645,61.655,61.812,61.605
61.87,62.085,62.21,61.795
62.065,61.885,62.105,61.485
62.095,62.085,62.235,62.06
61.98,62.1,62.195,61.97
62.075,62.355,62.355,62.065
62.355,62.5,62.52,62.3
62.675,63.205,63.205,62.595
63.28,63.52,63.565,63.17
63.575,63.375,63.625,63.315
63.345,63.435,63.495,63.285
63.285,63.445,63.501999999999995,63.255
63.355,63.175,63.455,63.175
63.035,63.315,63.39,63.035
63.385,63.725,63.795,63.355
63.67,63.665,63.715,63.625
63.562,63.455,63.69,63.455
63.52,63.52,63.52,63.52
63.52,63.435,63.565,63.375
63.44,63.31,63.51,63.25
63.23,63.255,63.33,63.145
63.245,63.055,63.34,62.99
62.99,63.36,63.4,62.985
63.525,63.53,63.89,63.45
63.66,62.915,63.66,62.815
63.175,62.21,63.175,62.21
62.525,62.26,62.535,62.21
62.48,62.05,62.48,62.01
62.115,61.81,62.115,61.77
61.88,61.89,61.955,61.835
61.825,61.98,62.01,61.825
61.918,61.845,61.918,61.78
61.79,61.945,61.965,61.79
61.863,61.885,61.97,61.815
61.795,61.905,62.02,61.795
61.955,62.06,62.24,61.955
62.21,61.815,62.25,61.765
61.86,61.74,61.938,61.74
61.795,61.865,61.913000000000004,61.785
61.865,61.915,62.045,61.85
61.86,61.7,61.975,61.66
61.766999999999996,61.845,61.905,61.745
61.93,62.04,62.23,61.89
61.945,61.845,62.008,61.795
61.725,61.735,61.885,61.705
61.83,61.63,61.83,61.63
61.715,61.63,61.86,61.56
61.6,61.49,61.635,61.49
61.375,61.535,61.57,61.375
61.515,61.57,61.65,61.515
61.485,61.465,61.57,61.39
61.52,61.44,61.7,61.44
61.5,61.44,61.515,61.425
61.435,61.34,61.545,61.3
61.395,61.365,61.415,61.31
61.42,61.51,61.51,61.325
61.405,61.365,61.615,61.3
61.44,61.29,61.555,61.29
61.29,61.265,61.375,61.22
61.188,61.255,61.425,61.162
61.305,61.185,61.375,61.185
61.17,61.17,61.17,61.17
61.17,61.16,61.21,61.1
61.2,61.095,61.315,61.015
61.15,61.315,61.376999999999995,61.12
61.235,61.315,61.385,61.185
61.365,61.765,61.765,61.36
61.84,61.485,61.94,61.435
61.38,61.31,61.41,61.25
61.4,60.945,61.48,60.935
61.01,61.285,61.315,61.01
61.285,61.165,61.365,61.125
61.055,61.145,61.145,60.91
61.36,61.47,61.525,61.31
61.305,61.465,61.485,61.28
61.545,61.545,61.545,61.545
61.545,61.545,61.545,61.545
61.545,61.72,61.72,61.545
61.725,61.835,61.965,61.593
61.94,61.615,61.94,61.565
61.56,61.155,61.62,61.155
61.145,61.345,61.625,61.015
61.335,60.965,61.42,60.925
60.945,61.045,61.065,60.905
61.055,60.955,61.055,60.875
60.945,60.795,60.945,60.755
60.86,60.78,60.9,60.73
60.74,61.115,61.22,60.74
60.915,60.985,61.043,60.83
61.06,61.025,61.165,61.007
61.105,60.655,61.175,60.655
60.655,60.975,61.025,60.645
60.93,60.845,60.945,60.72
60.93,60.78,61.045,60.76
60.605,60.435,60.673,60.405
60.275,60.305,60.325,60.211999999999996
60.395,60.445,60.505,60.38
60.36,60.465,60.49,60.355
60.49,60.605,60.695,60.335
60.685,60.585,60.695,60.495
60.53,60.51,60.535,60.425
60.52,60.51,60.55,60.47
60.5,60.405,60.698,60.365
60.455,60.485,60.515,60.35
60.435,60.505,60.58,60.435
60.57,60.555,60.58,60.405
60.47,60.495,60.56,60.365
60.675,60.695,60.8,60.615
60.615,60.845,60.885,60.52
60.675,60.775,60.785,60.645
60.78,60.78,60.78,60.78
60.78,60.82,60.85,60.78
60.765,61.105,61.12,60.765
61.095,61.095,61.315,61.095
61.085,61.125,61.225,61.075
61.175,61.085,61.265,61.025
61.145,61.245,61.745,61.135
61.245,61.405,61.555,61.215
61.5,61.035,61.525,61.025
60.85,60.885,61.005,60.695
60.945,61.205,61.205,60.875
61.215,60.755,61.225,60.7
60.555,60.245,60.565,60.205
60.065,60.245,60.245,60.052
60.13,60.125,60.14,60.1
60.09,60.055,60.17,60.055
60.06,60.055,60.195,60.01
60.125,59.965,60.165,59.935
60.02,60.145,60.21,59.96
60.105,60.265,60.305,60.1
60.245,60.285,60.34,60.165
60.285,60.385,60.455,60.245
60.185,60.025,60.2,60.025
60.125,60.235,60.275,60.09
60.125,60.045,60.25,60.005
60.125,59.97,60.215,59.915
60.095,60.115,60.315,59.925
60.195,59.685,60.225,59.575
59.765,59.755,59.95,59.685
59.755,59.955,60.005,59.665
59.955,59.815,60.06,59.735
59.725,59.745,59.83,59.645
59.74,59.675,59.85,59.53
59.692,60.035,60.095,59.59
60.06,60.085,60.2,60.06
60.06,60.045,60.28,60.005
60.045,60.21,60.21,60.045
60.21,60.035,60.26,60.035
60.085,60.255,60.4,60.085
60.16,60.09,60.175,60.08
60.16,60.065,60.305,60.015
60.175,60.235,60.345,60.135
60.095,60.225,60.225,59.855
60.3,60.215,60.545,60.065
60.33,60.115,60.525,60.035
60.185,59.715,60.24,59.715
59.71,59.31,59.81,59.3
59.295,59.235,59.375,59.1
59.34,59.33,59.37,59.23
59.215,59.135,59.35,59.135
59.205,59.105,59.21,58.975
59.175,59.165,59.315,59.105
59.26,59.28,59.37,59.195
59.28,59.435,59.465,59.215
59.34,59.08,59.431999999999995,59.08
59.155,59.105,59.275,59.065
59.195,59.045,59.195,58.94
58.92,58.935,59.085,58.795
58.945,58.955,59.22,58.815
59.045,58.715,59.097,58.655
58.715,58.445,58.925,58.41
58.525,58.465,58.555,58.33
58.285,58.615,58.7,58.265
58.695,58.705,58.875,58.635
58.59,58.595,58.825,58.525
58.375,58.565,58.615,58.375
58.585,59.365,59.365,58.585
59.465,59.415,59.615,59.1
59.485,59.405,59.515,59.39
59.465,59.965,59.965,59.46
60.055,59.905,60.115,59.513000000000005
59.965,60.065,60.1,59.87
59.9,59.965,60.1,59.88
60.025,60.055,60.155,59.965
59.985,60.075,60.245,59.975
60.24,60.09,60.25,60.008
60.185,60.235,60.285,60.105
60.27,60.27,60.27,60.27
60.345,60.355,60.415,60.225
60.425,60.615,60.635,60.315
60.65,60.605,60.74,60.433
60.645,61.055,61.15,60.543
61.11,61.01,61.14,61.01
61.095,60.885,61.195,60.865
60.765,60.675,60.885,60.635
60.595,60.265,60.615,60.265
60.295,60.295,60.295,60.235
60.295,60.295,60.505,60.27
60.375,60.305,60.425,60.185
60.235,60.355,60.355,60.205
60.255,60.255,60.255,60.255
60.18,60.325,60.345,60.14
60.075,60.045,60.295,60.035
60.145,59.975,60.155,59.825
60.09,60.13,60.15,60.03
60.115,59.905,60.25,59.765
60.085,60.355,60.398,60.075
60.17,59.955,60.3,59.835
59.905,59.815,59.915,59.575
60.015,59.935,60.045,59.935
60.015,59.91,60.02,59.91
59.89,60.19,60.19,59.69
60.245,60.245,60.355,60.125
60.145,60.305,60.305,60.065
60.485,60.605,60.605,60.435
60.78,60.855,60.855,60.645
60.9,61.195,61.205,60.9
61.34,61.39,61.39,61.07
60.975,61.085,61.185,60.925
61.115,61.035,61.215,60.875
61.09,61.13,61.13,61.07
61.205,61.415,61.555,61.055
61.175,61.025,61.185,60.915
61.22,60.945,61.295,60.945
60.945,60.885,60.975,60.605
60.845,61.255,61.335,60.79
61.085,61.015,61.175,60.945
61.115,61.535,61.535,61.105
61.755,61.905,61.91,61.65
61.905,62.135,62.155,61.835
62.045,61.955,62.09,61.815
61.795,62.105,62.14,61.755
61.995,61.995,61.995,61.995
61.985,61.965,62.055,61.885
61.985,61.985,62.05,61.86
62.075,62.105,62.16,61.945
62.14,62.19,62.19,62.055
62.24,62.38,62.45,62.213
62.24,62.2,62.24,62.2
62.18,62.02,62.31,61.96
61.845,61.965,62.085,61.825
61.855,62.245,62.37,61.845
62.425,62.005,62.465,62.005
62.095,62.105,62.185,62.045
62.225,62.355,62.455,62.19
62.455,62.375,62.505,62.09
62.305,62.305,62.415,62.25
62.38,62.37,62.55,62.36
62.6,62.39,62.62,62.36
62.53,62.655,62.835,62.486999999999995
62.565,62.705,62.79,62.555
62.685,62.405,62.755,62.355
62.565,62.905,62.905,62.545
62.475,62.345,62.59,62.115
62.575,63.195,63.195,62.515
63.105,62.885,63.325,62.655
62.695,61.945,62.745,61.945
61.933,61.815,62.05,61.815
61.82,61.905,62.025,61.716
61.885,61.545,61.945,61.455
61.625,61.675,61.675,61.53
61.545,61.485,61.555,61.32
61.54,61.655,61.71,61.51
61.58,61.67,61.72,61.43
61.49,61.49,61.49,61.49
61.525,61.605,61.64,61.425
61.907,62.005,62.005,61.825
62.095,62.125,62.245,61.975
62.165,62.215,62.282,62.085
62.305,62.405,62.475,62.295
62.315,62.355,62.465,62.225
62.19,62.347,62.565,62.155
62.27,61.891999999999996,62.415,61.755
61.91,61.828,61.995,61.81
61.81,61.802,62.015,61.718
61.92,61.998000000000005,62.17,61.778999999999996
61.94,62.145,62.175,61.845
62.17,61.78,62.17,61.77
61.8,61.8,61.8,61.8
61.755,61.79,61.975,61.714
61.963,62.108000000000004,62.15,61.79
62.0,62.415,62.465,61.93
62.15,62.01,62.49,62.01
62.1,61.91,62.203,61.79
62.02,61.69,62.04,61.69
61.74,62.06,62.22,61.625
62.195,62.11,62.297,62.05
61.82,61.61,61.94,61.431000000000004
61.255,61.016999999999996,61.435,61.016999999999996
61.05,60.99,61.305,60.949
61.14,60.84,61.22,60.84
61.435,61.645,61.727,61.273
61.763000000000005,61.96,61.96,61.534
62.06,62.38,62.543,61.912
62.37,62.315,62.455,62.206
62.325,62.36,62.36,61.92100000000001
62.398999999999994,62.315,62.655,62.205
62.282,62.4,62.568000000000005,62.27
62.15,62.475,62.475,62.15
62.51,62.398,62.658,62.198
62.51,62.66,62.7,62.347
62.733000000000004,63.042,63.095,62.733000000000004
62.94,62.51,63.065,62.51
62.58,62.257,62.69,62.245
62.37,62.165,62.39,61.88
62.42,62.825,62.92,62.38
62.98,63.1,63.262,62.975
63.12,63.31,63.35,62.96
63.31,63.74,63.91,63.211999999999996
63.72,63.25,63.85,63.25
63.245,62.985,63.501999999999995,62.92
62.48,62.402,62.833999999999996,62.402
62.42,62.35,62.763000000000005,62.325
62.4,62.01,62.542,61.825
61.635,61.75,61.96,61.62
61.75,61.75,61.75,61.75
61.75,61.51,62.025,61.51
61.623999999999995,61.275,61.63,61.245
61.26,61.38,61.615,61.09
61.43,61.535,61.735,61.321000000000005
61.445,61.415,61.605,61.37
61.465,61.465,61.805,61.37
61.47,61.6,61.695,61.31399999999999
61.63,61.66,61.727,61.085
61.655,61.63,61.845,61.535
61.58,61.355,61.595,61.345
61.24,61.2,61.72,60.94
61.14,61.56,61.74,61.14
61.735,61.765,61.765,61.735
61.84,61.275,61.95,61.275
61.555,61.155,61.555,61.13
61.02,61.21,61.38,60.96
61.36,61.83,62.295,61.25
61.88,62.11,62.31,61.73
61.955,61.795,61.955,61.625
61.795,61.505,61.955,61.495
61.435,61.855,61.945,61.255
61.735,62.425,62.425,61.65
62.46,62.46,62.46,62.46
62.46,62.56,62.57,62.165
62.59,62.995,63.045,62.505
62.515,62.075,62.575,61.773
62.075,62.435,62.435,61.98
62.445,62.765,62.885,62.325
62.79,62.61,62.915,62.45
62.605,62.255,62.725,62.255
62.235,62.045,62.615,61.885
61.775,61.755,62.065,61.65
63.385,63.305,63.455,63.055
63.375,63.355,63.635,62.955
62.835,62.705,62.885,62.445
63.38,63.755,64.185,63.36
63.43,63.265,63.985,62.925
63.275,63.905,64.215,63.005
63.845,64.405,64.545,63.765
65.245,65.245,65.245,65.245
65.245,66.005,66.295,65.005
66.015,67.005,67.005,65.535
67.07,68.305,68.605,66.815
67.635,66.295,68.255,66.255
66.005,66.105,66.305,65.685
65.705,67.085,67.435,65.695
66.555,66.915,67.875,66.515
68.805,66.905,68.805,66.905
66.31,64.99,66.31,64.99
64.3,63.7,64.73,63.648
63.205,64.325,64.765,63.205
64.555,64.805,65.565,64.545
64.115,63.125,64.55,63.115
63.125,63.735,64.125,63.125
63.14,62.36,63.23,62.235
61.665,61.365,62.015,61.335
61.425,61.445,61.528999999999996,61.242
61.284,61.19,61.57,61.15
61.336999999999996,61.07,61.67,60.894
61.125,60.495,61.31,60.495
