Price,Open,High,Low
70.09,70.23,70.42,70.09
69.92,69.92,69.92,69.92
69.96,69.86,70.09,69.7
70.02,69.485,70.02,69.405
68.89,68.845,69.025,68.767
68.76,68.48,68.76,68.46
68.66,68.678,68.715,68.58
68.63,68.82,68.94,68.63
68.83,68.58,68.9,68.545
68.545,68.695,68.845,68.545
68.625,68.375,68.735,68.265
68.35,68.56,68.632,68.35
68.46,68.71,68.71,68.45
68.605,68.705,68.792,68.605
68.605,68.655,68.755,68.535
68.66,68.705,68.76,68.618
68.73,68.965,68.98,68.67
68.947,68.97,69.08800000000001,68.845
68.845,68.705,68.865,68.645
68.74,69.025,69.132,68.74
69.02,68.72,69.11,68.7
68.625,68.425,68.645,68.385
68.43,68.36,68.475,68.28
68.55,68.56,68.72,68.51
68.5,68.52,68.562,68.335
68.52,68.765,68.765,68.49
68.73,68.825,68.895,68.71
68.755,68.665,68.865,68.655
68.66,68.57,68.79,68.57
68.805,68.885,69.03,68.805
68.88,68.81,69.01,68.695
68.69,68.525,68.777,68.445
68.55,68.935,68.965,68.525
68.72,68.495,68.825,68.34
68.46,68.7,68.7,68.36
68.84,68.9,69.1,68.725
68.64,68.43,68.71,68.425
68.37,68.14,68.37,68.08
68.115,67.905,68.173,67.905
67.87,67.84,67.89,67.715
67.945,68.205,68.243,67.945
68.06,68.1,68.185,68.03
68.31,67.98,68.385,67.977
68.04,68.16,68.17,67.95
68.06,67.915,68.065,67.887
67.69,67.575,67.735,67.57
67.645,67.6,67.705,67.55
67.48,67.455,67.51,67.36
67.47,67.445,67.48,67.275
67.53,67.47,67.795,67.44
67.42,66.94,67.46,66.94
66.84,67.09,67.165,66.84
67.1,67.08,67.23,67.08
67.07,66.915,67.17,66.85
66.995,67.455,67.455,66.995
67.43,67.43,67.6,67.32
67.44,67.855,67.9,67.395
67.84,67.63,67.995,67.63
67.4,67.505,67.532,67.298
67.73,68.33,68.33,67.718
68.34,68.35,68.435,68.295
68.37,68.16,68.485,68.16
68.02,67.99,68.095,67.938
68.115,68.105,68.165,68.023
67.99,67.775,68.1,67.768
67.765,67.725,67.81,67.585
67.775,68.105,68.135,67.755
68.08,67.69,68.148,67.46
67.56,67.257,67.63,67.22
67.36,67.145,67.38,67.115
67.245,67.335,67.438,67.225
67.35,67.135,67.477,67.135
67.13,67.175,67.29,66.988
67.14,66.83,67.185,66.79
66.82,66.66,66.92,66.63
66.67,66.605,66.72,66.53
66.69,66.76,66.782,66.64
66.8,66.46,66.81,66.45
66.46,66.6,66.6,66.35
66.62,66.84,66.852,66.62
66.805,66.885,66.91199999999999,66.697
66.92,66.49,66.98,66.49
66.41,66.42,66.46,66.295
66.53,66.21,66.53,66.15
66.21,66.03,66.21,65.96
65.87,65.85,65.87,65.735
65.72,65.67,65.79,65.6
65.68,65.45,65.702,65.42
65.47,65.33,65.515,65.32
65.255,65.305,65.305,65.185
65.29,65.32,65.45,65.248
65.26,65.0,65.315,64.985
64.95,64.89,65.035,64.89
64.955,64.865,65.057,64.85
64.93,64.935,65.045,64.92
64.89,65.04,65.14,64.89
65.045,65.005,65.18,64.905
65.0,65.09,65.135,64.985
65.13,65.12,65.13,65.09
65.115,65.115,65.115,65.115
65.115,65.17,65.17,65.115
65.16,64.89,65.3,64.89
64.945,64.785,64.993,64.727
64.825,64.895,64.955,64.803
64.99,65.2,65.21,64.982
65.105,65.125,65.155,65.025
65.18,65.22,65.24,65.18
65.21,65.21,65.25,65.16
65.22,65.045,65.22,65.0
64.99,64.99,64.99,64.85
64.99,64.925,64.993,64.81
64.84,64.89,65.062,64.82
64.855,64.985,65.01,64.845
64.985,64.965,65.07,64.957
65.125,65.125,65.195,65.045
65.105,64.905,65.165,64.885
64.88,64.905,65.01,64.86
64.905,64.945,65.12,64.905
65.025,65.055,65.16,64.93
65.22,65.21,65.27,65.2
65.23,65.21,65.252,65.11
65.21,65.15,65.32,65.05
64.92,64.82,64.97,64.77
64.77,64.66,64.84,64.63
64.71,64.96,64.96,64.695
64.975,65.065,65.105,64.955
64.805,64.905,64.945,64.71300000000001
64.86,64.51,64.863,64.42
64.25,64.25,64.25,64.25
64.215,63.875,64.23,63.815
63.9,63.96,63.98,63.875
64.1,64.155,64.192,64.045
64.265,64.275,64.275,64.265
64.28,64.29,64.35,64.24
64.375,64.425,64.438,64.285
64.3,64.39,64.39,64.15
64.28,64.22,64.312,64.045
64.23,64.36,64.405,64.1
64.14,64.24,64.24,64.01
64.13,64.125,64.2,63.74
63.98,63.65,64.065,63.56
63.55,63.68,63.751999999999995,63.55
63.69,63.7,63.815,63.595
63.6,63.61,63.625,63.49
63.59,63.525,63.62,63.515
63.515,63.515,63.64,63.455
63.66,63.74,63.74,63.63
63.76,63.91,63.91,63.75
63.89,63.89,64.01,63.725
63.83,63.68,63.87,63.635
63.87,63.86,63.95,63.755
63.885,64.08,64.08,63.772
64.02,63.61,64.13,63.6
63.515,63.46,63.515,63.335
63.61,63.6,63.73,63.49
63.69,63.66,63.828,63.648
63.63,63.69,63.855,63.56
63.67,63.485,63.73,63.425
63.475,63.335,63.53,63.245
63.34,63.36,63.425,63.323
63.4,63.595,63.615,63.365
63.505,63.555,63.575,63.45
63.46,63.7,63.77,63.44
63.68,63.855,63.865,63.635
63.84,64.055,64.07,63.79
64.08,64.13,64.28,64.078
64.12,64.075,64.185,64.075
64.05,64.04,64.125,64.028
64.02,64.02,64.02,64.02
64.02,64.06,64.09,64.02
64.02,64.02,64.14,64.01
64.115,64.01,64.13,64.005
64.06,64.23,64.23,63.945
64.21,64.16,64.73,64.09
64.08,64.14,64.175,64.015
64.34,64.36,64.375,64.255
64.46,64.54,64.56,64.425
64.41,64.42,64.53,64.4
64.355,64.455,64.455,64.315
64.48,64.565,64.59,64.435
64.57,64.51,64.61,64.49
64.53,64.445,64.555,64.398
64.36,64.3,64.468,64.23
64.38,64.56,64.56,64.29
64.52,64.505,64.52,64.49
64.49,64.55,64.635,64.41
64.36,64.42,64.52,64.28
64.41,64.54,64.613,64.37
64.477,64.715,64.828,64.477
64.68,64.59,64.752,64.555
64.57,64.815,64.89699999999999,64.57
64.88,64.78,64.965,64.72
64.88,65.09,65.125,64.88
65.1,64.975,65.125,64.975
65.015,64.64699999999999,65.072,64.625
65.295,65.285,65.39,65.125
65.27,65.44,65.44,65.155
65.41,65.32,65.55,65.292
65.44,65.37,65.535,65.267
65.19,65.09,65.208,65.005
64.975,64.945,65.002,64.852
64.92,65.135,65.165,64.92
65.06,64.66,65.07,64.615
64.625,64.665,64.742,64.625
64.56,64.58,64.65,64.52
64.575,64.535,64.675,64.475
64.565,64.705,64.705,64.51
64.75,64.84,64.85,64.73
64.86,64.89,64.96,64.8
65.04,65.025,65.11,64.965
64.84,64.785,64.92,64.73
64.925,65.145,65.2,64.885
65.09,64.98,65.125,64.9
65.023,65.075,65.115,64.98
65.04,65.0,65.045,64.995
64.995,65.033,65.08,64.995
65.055,64.995,65.17,64.965
65.03,64.795,65.04,64.795
64.7,64.745,64.77,64.69
64.7,64.955,64.965,64.7
65.06,65.16,65.165,65.035
65.16,65.26,65.325,65.13
65.25,65.355,65.38,65.205
65.355,65.375,65.43,65.275
65.4,65.2,65.405,65.2
65.145,65.095,65.195,64.975
65.03,65.345,65.385,64.95
65.485,65.595,65.637,65.465
65.31,65.31,65.31,65.31
65.31,65.352,65.465,65.235
65.47,65.835,65.9,65.47
65.715,65.365,65.755,65.345
65.46,65.245,65.49,65.155
65.127,64.845,65.175,64.725
64.795,64.805,65.155,64.755
64.81,64.515,64.855,64.45
64.293,64.245,64.435,64.245
64.3,64.19,64.35,64.13
64.158,64.055,64.168,64.002
64.11,64.145,64.145,64.042
64.123,64.168,64.172,64.062
64.01,63.99,64.05,63.97
64.031,63.985,64.055,63.935
63.935,63.905,63.94,63.838
63.785,63.87,63.96,63.78
64.015,64.042,64.055,63.98
64.06,64.105,64.262,64.06
64.105,64.105,64.16199999999999,64.08
64.04,63.945,64.178,63.935
64.025,63.925,64.055,63.875
63.935,64.035,64.06,63.895
63.99,63.975,64.02,63.875
64.015,63.955,64.03699999999999,63.925
63.905,63.89,63.93,63.855
64.005,64.055,64.065,64.005
64.045,64.04,64.09,64.005
64.045,64.045,64.14699999999999,64.045
64.072,64.095,64.15,64.05
64.11,64.075,64.157,64.015
64.095,64.185,64.185,64.082
64.17,64.17,64.17,64.17
64.17,64.275,64.328,64.14
64.12,64.11,64.12,64.11
64.09,63.985,64.148,63.935
64.14,64.23,64.27,64.1
64.095,63.955,64.115,63.885
63.86,63.785,63.86,63.715
63.692,63.755,63.785,63.62
63.84,63.73,63.865,63.668
63.675,63.721000000000004,63.786,63.623999999999995
63.705,63.645,63.72,63.575
63.635,64.125,64.135,63.595
64.095,64.105,64.145,64.045
64.2,64.14,64.273,64.075
64.115,64.195,64.245,64.11
64.125,64.195,64.218,64.075
64.355,64.472,64.487,64.355
64.385,64.355,64.425,64.345
64.395,64.415,64.465,64.3
64.385,64.385,64.39,64.305
64.375,64.345,64.46,64.325
64.27,64.37,64.37,64.26
64.316,64.37,64.415,64.316
64.345,64.365,64.407,64.345
64.42399999999999,64.488,64.525,64.42399999999999
64.46,64.398,64.475,64.398
64.475,64.535,64.6,64.475
64.565,64.465,64.605,64.46
64.475,64.585,64.597,64.475
64.625,64.775,64.775,64.54
64.725,64.755,64.808,64.705
64.8,64.705,64.865,64.675
64.79,64.805,64.89699999999999,64.705
64.845,64.655,64.91,64.635
64.62,64.73,64.84,64.575
64.66,64.455,64.69,64.442
64.525,64.575,64.66,64.51
64.475,64.485,64.545,64.405
64.435,64.465,64.465,64.435
64.505,64.585,64.618,64.445
64.605,64.545,64.63,64.455
64.53,64.635,64.68,64.49
64.54,64.485,64.54,64.41199999999999
64.495,64.445,64.505,64.34
64.465,64.69,64.75,64.405
64.565,64.295,64.62,64.26
64.235,64.335,64.367,64.235
64.345,64.455,64.515,64.345
64.48,64.35,64.49,64.32
64.245,64.275,64.34,64.167
64.25,64.41,64.43,64.208
64.435,64.515,64.535,64.315
64.43,64.34,64.485,64.315
64.35,64.32,64.4,64.29
64.415,64.345,64.52,64.345
64.47800000000001,64.525,64.598,64.433
64.51,64.605,64.605,64.46
64.635,64.645,64.707,64.605
64.54,64.485,64.595,64.455
64.51,64.565,64.63,64.425
64.555,64.578,64.65,64.48
64.77,64.93,64.97,64.715
64.895,64.685,64.92,64.655
64.51,64.53,64.655,64.46
64.565,64.725,65.025,64.565
64.88,64.4,64.92,64.327
64.13,64.0,64.175,63.99
64.045,64.075,64.165,64.04
64.065,64.13,64.18,64.025
64.243,64.305,64.377,64.243
64.405,64.595,64.595,64.35
64.615,64.694,64.694,64.555
64.68,64.44,64.705,64.44
64.36,64.26,64.385,64.21
64.315,64.235,64.395,64.235
64.215,64.195,64.25,64.18
64.165,64.14,64.2,64.115
64.165,64.14699999999999,64.25,64.125
64.255,64.285,64.285,64.255
64.29,64.13,64.4,64.13
64.115,64.065,64.175,63.985
64.13,64.32,64.33,63.94
64.33,64.425,64.425,64.215
64.49,64.53699999999999,64.542,64.41
64.65,64.66,64.69,64.565
64.62,64.64,64.727,64.536
64.665,64.575,64.665,64.525
64.605,64.515,64.655,64.485
64.48,64.44,64.55,64.305
64.48,64.443,64.48,64.443
64.445,64.455,64.493,64.27199999999999
64.69,64.625,64.73,64.535
64.555,64.575,64.695,64.41
64.605,64.325,64.61,64.325
64.27,64.59899999999999,64.744,64.154
64.60600000000001,65.044,65.059,64.50399999999999
64.875,65.075,65.175,64.875
65.08,65.15,65.15,65.07
64.985,64.825,65.11,64.785
64.86,64.93,64.99,64.8
64.86,64.85,64.99,64.85
64.875,65.125,65.125,64.865
65.045,65.11,65.135,65.04
64.995,65.295,65.295,64.98
65.425,65.505,65.545,65.385
65.455,65.425,65.58800000000001,65.4
65.455,65.585,65.59,65.395
65.345,65.42399999999999,65.475,65.234
65.345,65.425,65.495,65.315
65.475,65.485,65.675,65.405
65.385,65.405,65.535,65.255
65.63,65.77,65.79,65.42
65.775,66.225,66.265,65.75
66.18,66.15,66.19,66.15
66.555,66.745,66.745,66.555
66.69,66.837,66.875,66.665
66.765,66.633,66.77,66.63
66.625,66.68,66.7,66.595
66.675,66.8,66.8,66.66
66.78,66.9,66.91,66.78
66.785,66.782,66.808,66.69
66.865,66.715,66.915,66.715
66.725,66.765,66.835,66.645
66.7,66.72,66.78,66.65
66.645,66.656,66.705,66.615
66.69,66.905,66.965,66.69
66.95,67.007,67.067,66.92699999999999
66.985,66.99,67.025,66.947
66.905,67.07,67.07,66.905
67.08,67.14,67.167,67.0
67.08,66.96,67.135,66.915
66.875,66.945,67.005,66.875
66.835,66.925,67.0,66.805
66.975,66.952,67.087,66.947
66.854,66.851,67.021,66.801
66.765,67.065,67.08800000000001,66.725
67.05,67.385,67.385,67.05
67.35,67.2,67.465,67.2
67.195,67.225,67.255,67.145
67.184,67.209,67.429,67.184
67.21,67.385,67.51,67.21
67.415,67.669,67.704,67.415
67.515,67.844,67.918,67.455
67.829,68.10600000000001,68.12,67.755
68.105,68.191,68.255,68.015
68.176,67.985,68.234,67.965
67.988,68.137,68.2,67.97
68.138,68.05,68.18,68.04
68.051,68.081,68.233,68.0
68.075,68.115,68.295,67.97800000000001
68.1,68.222,68.319,68.069
68.22,67.85300000000001,68.22,67.85300000000001
67.862,68.10300000000001,68.158,67.855
68.10300000000001,68.168,68.28,68.07
68.18,68.15,68.29,68.097
68.141,68.195,68.196,67.95
68.312,68.37,68.546,68.223
68.327,68.11,68.351,67.988
68.1,68.116,68.305,68.07
68.115,67.755,68.19800000000001,67.755
67.743,67.895,68.013,67.73
67.88600000000001,68.28,68.3,67.85
68.26,68.14699999999999,68.438,68.045
68.145,67.95100000000001,68.23100000000001,67.906
67.955,67.935,68.0,67.85
67.935,68.232,68.258,67.905
68.233,67.977,68.26100000000001,67.955
67.97800000000001,67.82,68.09,67.76
67.76,67.84100000000001,67.863,67.705
67.837,67.845,67.95,67.74
67.848,67.83800000000001,68.04,67.82
67.837,67.917,67.97,67.77
67.917,67.847,68.111,67.81
67.844,67.85,67.9,67.708
67.855,67.855,67.88,67.738
67.857,67.77,67.95,67.688
67.475,67.425,67.605,67.4
67.411,67.428,67.609,67.38
67.431,67.471,67.649,67.37
67.47,67.41,67.64,67.368
67.546,67.445,67.571,67.318
67.438,67.738,67.98,67.425
67.742,68.02600000000001,68.158,67.675
68.025,68.021,68.275,68.015
68.031,68.235,68.393,68.01
68.236,68.595,68.598,68.19
68.598,68.615,68.71,68.368
68.615,68.575,68.77600000000001,68.561
68.579,68.51899999999999,68.81,68.355
68.51899999999999,68.755,68.76100000000001,68.3
68.76100000000001,68.81,68.87,68.578
68.78399999999999,68.395,68.881,68.36
68.396,68.225,68.49,68.06
68.22800000000001,68.185,68.293,68.02
68.191,68.03,68.25,67.94
68.023,67.983,68.075,67.767
67.999,67.785,68.12,67.618
67.786,67.786,67.875,67.53
67.785,67.52,67.786,67.46
67.565,67.301,67.565,66.985
66.865,66.468,66.865,66.33
66.515,66.26100000000001,66.945,66.242
66.24600000000001,66.745,66.748,66.242
66.745,66.795,66.805,66.676
66.796,66.665,66.805,66.65
66.668,66.778,66.798,66.63
66.762,66.695,66.87,66.63
66.696,66.685,66.78,66.66
66.686,66.779,66.8,66.65
66.778,66.89399999999999,66.934,66.691
66.881,66.862,66.96300000000001,66.79
66.863,66.812,66.9,66.758
66.806,66.851,66.94,66.74
66.845,66.921,66.935,66.766
66.926,66.852,67.005,66.76
66.83,66.638,66.87,66.61
66.645,66.74,66.775,66.61
66.733,66.789,66.80199999999999,66.65
66.789,66.718,66.9,66.715
66.717,66.794,66.91,66.64
66.794,66.827,66.99,66.73
66.812,66.819,66.885,66.73
66.834,66.508,66.862,66.494
66.492,66.602,66.62,66.473
66.602,66.696,66.89,66.535
66.697,66.574,66.796,66.554
66.572,66.613,66.675,66.505
66.609,66.494,66.63,66.373
66.546,66.555,66.61,66.43
66.556,66.80199999999999,66.873,66.51
66.812,66.346,66.955,66.327
66.34899999999999,66.47,66.548,66.346
66.425,66.62899999999999,66.712,66.425
66.613,66.707,66.805,66.547
66.707,66.635,66.75,66.593
66.633,66.762,66.903,66.53
66.744,66.988,67.145,66.738
